"name","sentiment","score","text"
"Biden","neg","0.7150078415870667","OK, ask your relatives to help you, I have my own problems. Ha, I remember Joe Biden gafe during an electoral meeting, asking a guy in wheel chair to stand up. Apply... church-sinner-insensitive speaker/pastor... I am sure that the crippled beggar knew about Jesus."
"Biden","neg","0.8988909721374512","We worry about our freedoms when the political winds change. Will Joe Biden and the Democrats clamp down on Christian freedom and condemn Biblical doctrines as hate speech. Or will we be able to maintain our freedoms to worship."
"Biden","neu","0.7572722434997559","We must rely on the grace of Christ to carry us through, and His sacramental presence and consolation. What if it gets worse as Biden and Harris have promised it would and lasts for four years or eight or the rest of our lives, God forbid. The Ephesus church also had a third attaboy from St."
"Biden","neu","0.843070924282074","AS OF THIS WRITING WE DO NOT KNOW FOR CERTAIN IF JOE or DONALD WILL BE NEXT. WILL BIDEN BE PRESIDENT 46. This will be tied up in the courts for some time."
"Biden","neu","0.7462049126625061","Title: Show Me the MoneyText: Matthew 22:15-22The Big Idea: What's in your wallet is to be used as responsible citizens and to support God's purposes in the world. IntroductionOn Thursday, September 18, 2008, Democratic Vice Presidential Candidate Joe Biden appeared on ABC Good Morning America. At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes."
"Biden","neu","0.7809193134307861","There are 4900 friends on my page. If you voted Biden say so. If not unfriend me."
"Biden","neu","0.659420907497406","Douglas K. Daniel, Biden calls paying higher taxes a patriotic act, Associated Press, September 18, 2008 In our culture, it seems to be a question of who gets tax relief the wealthy and big business or the middle class. Pledges to lower taxes are welcomed and promises to raise taxes not so much."
"Biden","pos","0.584679365158081","At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes. Senator Biden defended the proposal saying, It's time to be patriotic time to jump in, time to be part of the deal, time to help get America out of the rut. Douglas K."
"Bill Clinton","neg","0.96867036819458","Many thought that he loved women and he and his wife Hillary had people killed. Bill Clinton's election was called dirty tactics. Then the 43 George W."
"Bill Clinton","neg","0.5060023665428162","Juanita Broaddrick has accused Clinton of rape; Kathleen Willey has accused Clinton of groping her without consent; and Paula Jones accuses Clinton of exposing himself and sexually harassing her. Other women have had alleged adulterous affairs with Bill Clinton. Of all the allegations made against him regarding his sexual history, Clinton has only admitted extramarital relationships with Monica Lewinsky and Gennifer Flowers, although he settled the suit brought by Paula Jones for 850,000."
"Bill Clinton","neg","0.6038948893547058","Monica Lewinsky is a name known by many. She is the former White House intern who had a scandalous affair with President Bill Clinton in the late 1990s. Since then, Lewinsky has lived in the shadow of public shame."
"Bill Clinton","neg","0.8597899675369263","Bill Clinton has been publicly accused by several women of sexual misconduct. Juanita Broaddrick has accused Clinton of rape; Kathleen Willey has accused Clinton of groping her without consent; and Paula Jones accuses Clinton of exposing himself and sexually harassing her. Other women have had alleged adulterous affairs with Bill Clinton."
"Bill Clinton","neg","0.970301628112793","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Bill Clinton","neu","0.7125461101531982","Bill Clinton understood the power of shared suffering. But Bill Clinton wasn't the first to discover this. In fact, God knew this all along."
"Bill Clinton","neu","0.606370210647583","It is our choice. ILL Truth S Many have considered Bill Clinton the first postmodern president. It seemed that he was always reinventing himself to adapt to the moment."
"Bill Clinton","neu","0.5165244340896606","It was no accident that Bill Clinton chose those words, for he knew that deep within us all, we desire to know that out there somewhere, there is someone who understands how we feel and what we are going through. Bill Clinton understood the power of shared suffering. But Bill Clinton wasn't the first to discover this."
"Bill Clinton","neu","0.510998547077179","Those who lost start thinking about 2012; those who won wonderwhat in the world they've gotten themselves in-for. Bill Clinton talked about that; after an improbable victory in 1991. On inauguration day in January 1992 he is said to have been walking in the parade to the White House thinking, O-my-gosh."
"Bill Clinton","neu","0.7551062107086182","In the past couple of weeks, news reports have come out that Newt Gingrich was having an adulterous affair with one of his staff members while he served as Speaker of the House. Bill Bennett gave a powerful rebuke to those Republicans who were very critical of Bill Clinton's behavior, but refuse to criticize Gingrich's behavior. Bennett, a leader in the Republican Party, said men and women of principle need to be willing to condemn dishonest and immoral behavior no matter in which party it occurs."
"Bill Clinton","pos","0.9765481352806092","A good teacher inspires a thirst for learning that lasts a lifetime. Bill Clinton said that on August 5, 1993 during a ceremony honoring inductees into the teacher's Hall of Fame. Henry Brooks Adams said, Teachers affect eternity, they can never know the full range of their influence."
"Bush","neg","0.5619674324989319","These card-carrying, bomb-carrying fundamentalists are gaining a tighter grip on Muslims around the world and this is why fighting terrorism is the highest responsibility that every nation has at this time. On September 20, 2001 President Bush addressed Congress and the nation and in it he said Great harm has been done to us I will not forget this wound to our country or those who inflicted it. I will not yield, I will not rest, I will not relent in waging this struggle for freedom and security for the American people the course of this conflict is not known; yet its outcome is certain."
"Bush","neg","0.5503225326538086","BECAUSE they both want the same job. LISTEN no one expects John Kerry and George Bush to become really good friends over the next 5 months I guarantee you that will see no picture on CNN or Fox News of Bush and Kerry grilling out steaks together or hanging out at each other's house. UNDERSTAND - Jonathan was in line to be the next king."
"Bush","neg","0.9178622364997864","I hear religious scholars say, Islam is a peaceful religion. I heard President Bush recently say, Islam is a godly religion that has been hijacked. I respectfully disagree."
"Bush","neg","0.9240749478340148","Do you have certain expectations because of your authority, position or wealth. Trust me in this, when you, me, Bill Gates or President Bush die; we all get eaten by the same type of worms. 4."
"Bush","neg","0.5832754969596863","Dr. Cain has pointed out the problem with President Bush visiting a Japanese shrine and acting out a ritual. As a Christian he no doubt considered his action merely an act of courtesy; even so, he participated in a religious rite giving honor to gods that do not exist and thus participating with the forces of Satan."
"Bush","neu","0.8714505434036255","Without the direction of the Holy Spirit, this concern can easily turn to slander, for some times there is a fine line between voicing a concern and gossip, and between help and hurt. George Bush the first made a trip to Australia during his term in office, when getting off the plane he decided to flash the reporters, tv crews and bystanders what he thought was the peace sign. What he accomplished was flying the entire nation the bird."
"Bush","neu","0.8287096619606018","Being slapped in Jesus' day was to be insulting; to girls especially, so when he says turn the other cheek, he's simply saying don't retaliate, for I am with you;Christians constantly get insulted, and we get mad right. George Bush Our grief has turned to anger and anger to resolution Jesus is telling us how to resolve it. It's not hard I know."
"Bush","neu","0.5515222549438477","1. While imitating former President George Bush, the Saturday Night Live comedian Dana Carvey used a phrase that made him famous, Wouldn t be prudent. Instead of becoming resentful of Carvey, the President used prudence to invite Dana Carvey and his wife to the white house where the two men became good friends dispelling any rumors that the President held a grudge against the comedian."
"Bush","neu","0.7927530407905579","Judges 20 LOOKING TOWARD REVIVALGive background from Judges 19Sounds similar to America today. Last year, President Bush signed a ban, making it illegal to perform partial-birth abortions. The ban has not been enforced during the past year because 3 federal judges agreed to hear constitutional challenges to the ban."
