"name","sentiment","score","text"
"Biden","neg","0.8988909721374512","We worry about our freedoms when the political winds change. Will Joe Biden and the Democrats clamp down on Christian freedom and condemn Biblical doctrines as hate speech. Or will we be able to maintain our freedoms to worship."
"Biden","neg","0.7150078415870667","OK, ask your relatives to help you, I have my own problems. Ha, I remember Joe Biden gafe during an electoral meeting, asking a guy in wheel chair to stand up. Apply... church-sinner-insensitive speaker/pastor... I am sure that the crippled beggar knew about Jesus."
"Biden","neu","0.843070924282074","AS OF THIS WRITING WE DO NOT KNOW FOR CERTAIN IF JOE or DONALD WILL BE NEXT. WILL BIDEN BE PRESIDENT 46. This will be tied up in the courts for some time."
"Biden","neu","0.7809193134307861","There are 4900 friends on my page. If you voted Biden say so. If not unfriend me."
"Biden","neu","0.7572722434997559","We must rely on the grace of Christ to carry us through, and His sacramental presence and consolation. What if it gets worse as Biden and Harris have promised it would and lasts for four years or eight or the rest of our lives, God forbid. The Ephesus church also had a third attaboy from St."
"Biden","neu","0.7462049126625061","Title: Show Me the MoneyText: Matthew 22:15-22The Big Idea: What's in your wallet is to be used as responsible citizens and to support God's purposes in the world. IntroductionOn Thursday, September 18, 2008, Democratic Vice Presidential Candidate Joe Biden appeared on ABC Good Morning America. At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes."
"Biden","neu","0.659420907497406","Douglas K. Daniel, Biden calls paying higher taxes a patriotic act, Associated Press, September 18, 2008 In our culture, it seems to be a question of who gets tax relief the wealthy and big business or the middle class. Pledges to lower taxes are welcomed and promises to raise taxes not so much."
"Biden","pos","0.584679365158081","At one point, the interviewer spoke of how, under the economic proposals of his party, wealthier Americans would pay more taxes. Senator Biden defended the proposal saying, It's time to be patriotic time to jump in, time to be part of the deal, time to help get America out of the rut. Douglas K."
"Bill Clinton","neg","0.9724538922309875","C. surrounded by officials and President Bill Clinton she declared I feel that the greatest destroyer of peace today is abortion. It is a direct war against the child, a direct killing of an innocent child."
"Bill Clinton","neg","0.970301628112793","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Bill Clinton","neg","0.96867036819458","Many thought that he loved women and he and his wife Hillary had people killed. Bill Clinton's election was called dirty tactics. Then the 43 George W."
"Bill Clinton","neg","0.9656077027320862","Then we see William J. Bill Clinton. Many thought that he loved women and he and his wife Hillary had people killed."
"Bill Clinton","neg","0.9602751135826112","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Bill Clinton","neu","0.9216155409812928","Either Noah and the people Paul is writing to defied Romans 3:23 or Perfection means something different from what we understandI guess it depends upon what the meaning of the word perfect is. CLIP Bill Clinton saying I guess it all depends on what the definition of what Is Is Today I want to help you to understand what the meaning of perfection isIt is used three different ways in the scripturesThe Perfection OF CHRIST and God The Perfection IN CHRISTThe Perfection LIKE CHRISTThe Perfection OF CHRIST and God We just tend to think of perfection in one way total sinlessnessAs it is applied to Jesus and God that is trueThe scriptures tell us that God is perfect and cannot be tempted to sinJesus, God in the flesh, could be tempted but was without sin. Jesus NEVER SINNED NO ONCE EVERThat is perfect moral perfectionIt belongs to or is true of Jesus and no one elseFor everyone else Romans tells the truth FOR ALL HAVE SINNED God does not expect you or me to have the absolute moral and sinless perfection which Jesus had because he told us it was impossible So there is the PERFECTION OF CHRIST a level of perfection to which you and I will not be heldNext there isThe Perfection IN CHRISTI want to use this donut to help you to understand the biblical concept of the PERFECTION IN CHRISTIs this Donut real."
