"name","sentiment","score","text"
"Biden","neg","0.9991784691810608","What a shame. Some people hate Trump so much that they wish he would die of the Coronavirus. Others hate Biden and make fun of him."
"Biden","neg","0.998224914073944","We must rely on the grace of Christ to carry us through, and His sacramental presence and consolation. What if it gets worse as Biden and Harris have promised it would and lasts for four years or eight or the rest of our lives, God forbid. The Ephesus church also had a third attaboy from St."
"Biden","neg","0.9974701404571532","OBAMA, and Joe Biden. Seems evil reports follow Obama from the first. Then President 45, Donald Trump."
"Biden","neg","0.9973535537719728","OK, ask your relatives to help you, I have my own problems. Ha, I remember Joe Biden gafe during an electoral meeting, asking a guy in wheel chair to stand up. Apply... church-sinner-insensitive speaker/pastor... I am sure that the crippled beggar knew about Jesus."
"Biden","neg","0.9963659048080444","TRUMP. BIDEN. FAMINE."
"Biden","pos","0.999319076538086","WILL WE TRUST HIM. BIDEN. TRUMP."
"Biden","pos","0.98826003074646","Those who support a different candidate from us are not our enemies. Trump and Biden are not our enemies. Apostle Paul reminds us in Eph 6:12, For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms."
"Biden","pos","0.9882367253303528","I want to encourage you to pray for all those in authority. Begin praying for Joe Biden and Kamala Harris. Pray for Donald Trump and Mike Pence."
"Biden","pos","0.9819967150688172","There are 4900 friends on my page. If you voted Biden say so. If not unfriend me."
"Biden","pos","0.9773724675178528","OBAMA. TRUMP. BIDEN."
"Bill Clinton","neg","0.999602735042572","He was not a nice fellow. If you are a Democrat, your idea of a bad leader may be Richard Nixon; or if you are a Republican, your idea of a bad leader may be Bill Clinton. But Nero was probably one hundred times worse, a thousand times worse than either of them."
"Bill Clinton","neg","0.9983432292938232","But I am afraid that our kids are growing up in a culture where the concept of Integrityhas been so abused and hidden that it is difficult to either find or recognize. Context President Bill Clinton scandals Our political leaders have abused this fundamental principle and become an embarrassment in many cases. In some instances, our church leaders have abused thisprinciple."
"Bill Clinton","neg","0.9968093037605286","He was an expert at manipulating words to his favor. George Stephanopoulos, now an ABC news analyst was the Director of Communications for Bill Clinton's White House. When reporters hounded him about Clintonian lies, Stephanopoulos accused them of an excess of literalism."
"Bill Clinton","neg","0.9949808716773988","Life is absurd because one generation rarely learns anything from the previous generation. I had this very powerfully worked out in my life in the whole business between Richard Nixon and Bill Clinton. Now, please do not run this through any political filter; run this through an historical filter."
